"sample_id","gene","comparison_group_candidate","cells_candidate","mean_expression_candidate","percent_cells_expressing_candidate","comparison_group_other","cells_other","mean_expression_other","percent_cells_expressing_other","mean_difference","prevalence_difference"
"S4","VEGFA","candidate_fibroblast_state",641,0.1910340970508,12.4804992199688,"other_clusters",1503,0.195813405256954,16.5003326679973,-0.00477930820615452,-4.01983344802854
"S4","WWTR1","candidate_fibroblast_state",641,0.436780412585755,26.6770670826833,"other_clusters",1503,0.267398922250204,19.9600798403194,0.169381490335552,6.71698724236395
"S4","YAP1","candidate_fibroblast_state",641,0.254426047019658,16.2246489859594,"other_clusters",1503,0.289574135346309,25.1497005988024,-0.0351480883266511,-8.92505161284295
"S4","ZEB1","candidate_fibroblast_state",641,0.250198457406572,16.5366614664587,"other_clusters",1503,0.132336345044533,10.0465735196274,0.117862112362039,6.49008794683125
"S5","ACTA2","candidate_fibroblast_state",2450,0.103657113899106,5.02040816326531,"other_clusters",2085,0.068439651622702,3.02158273381295,0.0352174622764039,1.99882542945236
"S5","ADM","candidate_fibroblast_state",2450,0.407326122919605,19.7959183673469,"other_clusters",2085,0.167681700323092,10.599520383693,0.239644422596514,9.19639798365389
"S5","AJUBA","candidate_fibroblast_state",2450,0.01012924226143,0.653061224489796,"other_clusters",2085,0.0401412337591393,3.26139088729017,-0.0300119914977093,-2.60832966280037
"S5","AMOTL1","candidate_fibroblast_state",2450,0.100877730140502,5.51020408163265,"other_clusters",2085,0.0575199815790896,4.36450839328537,0.0433577485614127,1.14569568834728
"S5","AMOTL2","candidate_fibroblast_state",2450,0.115748734768107,6.20408163265306,"other_clusters",2085,0.147294247276543,10.5515587529976,-0.0315455125084358,-4.34747712034454
"S5","AREG","candidate_fibroblast_state",2450,0.00452824710827735,0.326530612244898,"other_clusters",2085,0.359453838195294,17.2182254196643,-0.354925591087016,-16.8916948074194
"S5","ASIC1","candidate_fibroblast_state",2450,0.000628902780218881,0.0408163265306122,"other_clusters",2085,0,0,0.000628902780218881,0.0408163265306122
"S5","ASIC2","candidate_fibroblast_state",2450,0.00984099482118721,0.571428571428571,"other_clusters",2085,0,0,0.00984099482118721,0.571428571428571
"S5","ASIC3","candidate_fibroblast_state",2450,0.000662055508388495,0.0408163265306122,"other_clusters",2085,0,0,0.000662055508388495,0.0408163265306122
"S5","ATF3","candidate_fibroblast_state",2450,0.414685695794732,19.7551020408163,"other_clusters",2085,0.333106132111836,17.9376498800959,0.081579563682896,1.8174521607204
"S5","BCAR1","candidate_fibroblast_state",2450,0.0826802267879175,4.6530612244898,"other_clusters",2085,0.0801284220917244,5.41966426858513,0.00255180469619309,-0.766603044095335
