"sample","source","seurat_cluster","reproduced_identity","singlet_cells","gene","percent_cells_expressing","mean_log_normalized_expression"
"DD1","DD","1","Myofib",106,"WWTR1",38.6792452830189,0.351512577061309
"DD1","DD","1","Myofib",106,"FLNA",65.0943396226415,0.831800887408927
"DD1","DD","1","Myofib",106,"PANX1",10.377358490566,0.0704415242460663
"DD1","DD","1","Myofib",106,"TEAD1",19.811320754717,0.166584571624774
"DD1","DD","1","Myofib",106,"CDC42",80.188679245283,1.28683774746481
"DD1","DD","1","Myofib",106,"FERMT2",45.2830188679245,0.479651686430935
"DD1","DD","1","Myofib",106,"TLN1",37.7358490566038,0.387902813480552
"DD1","DD","1","Myofib",106,"PKD1",25.4716981132075,0.267410242004407
"DD1","DD","1","Myofib",106,"TLN2",15.0943396226415,0.111832490420086
"DD1","DD","1","Myofib",106,"RAC1",83.9622641509434,1.57156554205365
"DD1","DD","1","Myofib",106,"YAP1",27.3584905660377,0.225712893900058
"DD1","DD","1","Myofib",106,"PIEZO1",15.0943396226415,0.157279581091926
"DD1","DD","1","Myofib",106,"TRPV4",2.83018867924528,0.0233297496036227
"DD1","DD","1","Myofib",106,"TRPA1",0,0
"DD1","DD","1","Myofib",106,"TRPC1",3.77358490566038,0.032525075274664
"DD1","DD","1","Myofib",106,"TRPC3",0,0
"DD1","DD","1","Myofib",106,"TRPC6",0,0
"DD1","DD","1","Myofib",106,"ASIC1",0.943396226415094,0.00374152281279061
"DD1","DD","1","Myofib",106,"ASIC2",0,0
"DD1","DD","1","Myofib",106,"ASIC3",0,0
"DD1","DD","1","Myofib",106,"KCNK2",2.83018867924528,0.0177590022802172
"DD1","DD","1","Myofib",106,"KCNK4",0.943396226415094,0.00743980884004796
"DD1","DD","1","Myofib",106,"TMEM63A",0.943396226415094,0.00444648094161184
"DD1","DD","1","Myofib",106,"TMEM150C",6.60377358490566,0.0501744639662339
"DD1","DD","1","Myofib",106,"P2RX4",13.2075471698113,0.0995166158125054
"DD1","DD","1","Myofib",106,"P2RX7",0.943396226415094,0.00473272915494813
"DD1","DD","1","Myofib",106,"PDPN",58.4905660377358,0.853475023275933
"DD1","DD","1","Myofib",106,"SCX",49.0566037735849,0.684960875591181
"DD1","DD","1","Myofib",106,"FAP",83.0188679245283,1.35885531418019
"DD1","DD","1","Myofib",106,"POSTN",71.6981132075472,2.78528757000851
"DD1","DD","1","Myofib",106,"PDGFRA",33.9622641509434,0.346375973917455
"DD1","DD","1","Myofib",106,"APOD",1.88679245283019,0.0101262553840614
"DD2","DD","1","Myofib",2216,"CNN1",26.8501805054152,0.218415675987764
"DD2","DD","1","Myofib",2216,"ITGA8",46.3898916967509,0.397455313518269
"DD2","DD","1","Myofib",2216,"TAGLN",87.1389891696751,2.21641586912946
"DD2","DD","1","Myofib",2216,"ACTA2",64.0794223826715,0.765102265073242
"DD2","DD","1","Myofib",2216,"TPM1",95.8935018050541,2.21316466556842
"DD2","DD","1","Myofib",2216,"TPM2",91.3357400722022,1.62664814735953
"DD2","DD","1","Myofib",2216,"ITGB1",98.6462093862816,2.60786034174384
"DD2","DD","1","Myofib",2216,"ITGAV",81.2274368231047,1.00183831983757
"DD2","DD","1","Myofib",2216,"BCAR1",41.7418772563177,0.328670175325909
"DD2","DD","1","Myofib",2216,"PIEZO2",27.7527075812274,0.225328033866692
"DD2","DD","1","Myofib",2216,"TEAD2",34.5667870036101,0.264368738675327
"DD2","DD","1","Myofib",2216,"LIMK1",27.7075812274368,0.210821994182892
"DD2","DD","1","Myofib",2216,"CNN2",56.3176895306859,0.518917595481804
"DD2","DD","1","Myofib",2216,"TEAD3",16.3357400722022,0.109674484805837
"DD2","DD","1","Myofib",2216,"PFN1",98.2851985559567,2.42020540797203
"DD2","DD","1","Myofib",2216,"CFL1",98.4657039711191,2.52131064450579
"DD2","DD","1","Myofib",2216,"TMEM63B",17.057761732852,0.122855514438063
"DD2","DD","1","Myofib",2216,"ITGA5",52.6173285198556,0.453268039413629
"DD2","DD","1","Myofib",2216,"MYLK",16.7870036101083,0.12166412426264
"DD2","DD","1","Myofib",2216,"ILK",83.2129963898917,0.998627462155258
"DD2","DD","1","Myofib",2216,"MYL9",90.5685920577617,1.51414742555879
"DD2","DD","1","Myofib",2216,"NF2",27.3014440433213,0.198078830547154
"DD2","DD","1","Myofib",2216,"PARVA",68.4115523465704,0.653471556623998
"DD2","DD","1","Myofib",2216,"PKD2",33.3935018050542,0.255462661319164
"DD2","DD","1","Myofib",2216,"VCL",61.0108303249097,0.557579342080789
"DD2","DD","1","Myofib",2216,"TEAD4",8.61913357400722,0.0628529464668156
"DD2","DD","1","Myofib",2216,"ITGA2",3.88086642599278,0.0275092044323062
"DD2","DD","1","Myofib",2216,"WWTR1",61.6425992779783,0.571605661910267
"DD2","DD","1","Myofib",2216,"FLNA",86.3267148014441,1.10510483847158
"DD2","DD","1","Myofib",2216,"PANX1",14.2599277978339,0.0992518952267684
"DD2","DD","1","Myofib",2216,"TEAD1",26.2184115523466,0.194078842316623
"DD2","DD","1","Myofib",2216,"CDC42",88.1768953068592,1.19051448565394
"DD2","DD","1","Myofib",2216,"FERMT2",62.1841155234657,0.584608118990113
"DD2","DD","1","Myofib",2216,"TLN1",61.0559566787004,0.566461680813647
"DD2","DD","1","Myofib",2216,"PKD1",41.7418772563177,0.339880552382422
"DD2","DD","1","Myofib",2216,"TLN2",18.5018050541516,0.132110324111638
"DD2","DD","1","Myofib",2216,"RAC1",96.8862815884477,1.77207485417984
"DD2","DD","1","Myofib",2216,"YAP1",31.4079422382672,0.22855069683028
"DD2","DD","1","Myofib",2216,"PIEZO1",7.98736462093863,0.046892739037617
"DD2","DD","1","Myofib",2216,"TRPV4",3.11371841155235,0.0200609739797922
"DD2","DD","1","Myofib",2216,"TRPA1",0,0
"DD2","DD","1","Myofib",2216,"TRPC1",3.88086642599278,0.0244676082486101
"DD2","DD","1","Myofib",2216,"TRPC3",0.586642599277978,0.00434217118844375
"DD2","DD","1","Myofib",2216,"TRPC6",0.270758122743682,0.00209351521238982
"DD2","DD","1","Myofib",2216,"ASIC1",3.2942238267148,0.0196823850231678
"DD2","DD","1","Myofib",2216,"ASIC2",0.180505415162455,0.000884454442621589
"DD2","DD","1","Myofib",2216,"ASIC3",0.541516245487365,0.00397196024589905
"DD2","DD","1","Myofib",2216,"KCNK2",1.26353790613718,0.00922105979605866
"DD2","DD","1","Myofib",2216,"KCNK4",0.631768953068592,0.00377727180964449
"DD2","DD","1","Myofib",2216,"TMEM63A",6.36281588447653,0.0403319569025844
"DD2","DD","1","Myofib",2216,"TMEM150C",2.48194945848375,0.015975696752276
"DD2","DD","1","Myofib",2216,"P2RX4",16.8321299638989,0.118442979061586
"DD2","DD","1","Myofib",2216,"P2RX7",1.26353790613718,0.00620697325662675
"DD2","DD","1","Myofib",2216,"PDPN",88.9891696750903,1.27170051146365
"DD2","DD","1","Myofib",2216,"SCX",91.8321299638989,1.95688388721389
"DD2","DD","1","Myofib",2216,"FAP",77.2111913357401,0.900404464936146
"DD2","DD","1","Myofib",2216,"POSTN",98.8718411552346,4.4527603442963
"DD2","DD","1","Myofib",2216,"PDGFRA",33.7996389891697,0.268319966608135
"DD2","DD","1","Myofib",2216,"APOD",1.85018050541516,0.0182442015194585
"DD3","DD","1","Myofib",1640,"CNN1",20.1219512195122,0.151763498318307
"DD3","DD","1","Myofib",1640,"ITGA8",36.6463414634146,0.352125815040662
"DD3","DD","1","Myofib",1640,"TAGLN",90.9146341463415,2.66257326439464
"DD3","DD","1","Myofib",1640,"ACTA2",62.6829268292683,0.860789762749994
"DD3","DD","1","Myofib",1640,"TPM1",93.4756097560976,2.17271676126028
"DD3","DD","1","Myofib",1640,"TPM2",84.0243902439024,1.43378187977112
"DD3","DD","1","Myofib",1640,"ITGB1",97.6219512195122,2.77403630120922
"DD3","DD","1","Myofib",1640,"ITGAV",67.8048780487805,0.857927109220861
"DD3","DD","1","Myofib",1640,"BCAR1",49.2682926829268,0.448607136802284
"DD3","DD","1","Myofib",1640,"PIEZO2",25.6707317073171,0.240064051198511
"DD3","DD","1","Myofib",1640,"TEAD2",24.390243902439,0.205473094735736
"DD3","DD","1","Myofib",1640,"LIMK1",16.7073170731707,0.129077670782255
"DD3","DD","1","Myofib",1640,"CNN2",34.8780487804878,0.312009473080187
"DD3","DD","1","Myofib",1640,"TEAD3",11.6463414634146,0.0939918188585327
"DD3","DD","1","Myofib",1640,"PFN1",95.7317073170732,2.31896388473198
"DD3","DD","1","Myofib",1640,"CFL1",94.8780487804878,2.30741756153776
"DD3","DD","1","Myofib",1640,"TMEM63B",18.719512195122,0.158493925477279
"DD3","DD","1","Myofib",1640,"ITGA5",43.109756097561,0.385229503173021
"DD3","DD","1","Myofib",1640,"MYLK",29.5121951219512,0.286223032344689
"DD3","DD","1","Myofib",1640,"ILK",78.3536585365854,1.09437038978703
"DD3","DD","1","Myofib",1640,"MYL9",90.2439024390244,1.6907294110592
"DD3","DD","1","Myofib",1640,"NF2",20.9756097560976,0.171300835044427
"DD3","DD","1","Myofib",1640,"PARVA",57.5609756097561,0.611520026287681
"DD3","DD","1","Myofib",1640,"PKD2",39.2073170731707,0.348815622405618
"DD3","DD","1","Myofib",1640,"VCL",44.6341463414634,0.403148008997126
"DD3","DD","1","Myofib",1640,"TEAD4",3.71951219512195,0.0274849545273546
"DD3","DD","1","Myofib",1640,"ITGA2",8.96341463414634,0.0805288825058021
"DD3","DD","1","Myofib",1640,"WWTR1",40.7926829268293,0.374937904808986
"DD3","DD","1","Myofib",1640,"FLNA",72.3170731707317,0.905183207354518
"DD3","DD","1","Myofib",1640,"PANX1",9.63414634146342,0.0731344409860543
"DD3","DD","1","Myofib",1640,"TEAD1",26.0975609756098,0.226163305065351
"DD3","DD","1","Myofib",1640,"CDC42",84.9390243902439,1.36830214194361
"DD3","DD","1","Myofib",1640,"FERMT2",57.0121951219512,0.589317191279707
"DD3","DD","1","Myofib",1640,"TLN1",56.1585365853659,0.571771999789502
"DD3","DD","1","Myofib",1640,"PKD1",33.4756097560976,0.316203313698488
"DD3","DD","1","Myofib",1640,"TLN2",11.5853658536585,0.0901520465005725
"DD3","DD","1","Myofib",1640,"RAC1",92.0731707317073,1.81057732530064
"DD3","DD","1","Myofib",1640,"YAP1",27.8658536585366,0.24232021982489
"DD3","DD","1","Myofib",1640,"PIEZO1",8.47560975609756,0.0779534096271388
"DD3","DD","1","Myofib",1640,"TRPV4",2.4390243902439,0.0123340557375179
"DD3","DD","1","Myofib",1640,"TRPA1",0,0
"DD3","DD","1","Myofib",1640,"TRPC1",5.36585365853659,0.0413475541384897
"DD3","DD","1","Myofib",1640,"TRPC3",0.365853658536585,0.00227945749326413
"DD3","DD","1","Myofib",1640,"TRPC6",0.182926829268293,0.00128334377901558
"DD3","DD","1","Myofib",1640,"ASIC1",1.46341463414634,0.00795740793146607
"DD3","DD","1","Myofib",1640,"ASIC2",0.121951219512195,0.000722330889683212
"DD3","DD","1","Myofib",1640,"ASIC3",0.182926829268293,0.0012325516094407
"DD3","DD","1","Myofib",1640,"KCNK2",2.68292682926829,0.0198404285393754
"DD3","DD","1","Myofib",1640,"KCNK4",0.304878048780488,0.00197947844780154
"DD3","DD","1","Myofib",1640,"TMEM63A",5.30487804878049,0.0365343062283963
"DD3","DD","1","Myofib",1640,"TMEM150C",4.02439024390244,0.0291154527324319
"DD3","DD","1","Myofib",1640,"P2RX4",13.1707317073171,0.100357670302049
"DD3","DD","1","Myofib",1640,"P2RX7",1.03658536585366,0.00897988541558387
"DD3","DD","1","Myofib",1640,"PDPN",80.1219512195122,1.28380397060603
"DD3","DD","1","Myofib",1640,"SCX",73.3536585365854,1.25209852698722
"DD3","DD","1","Myofib",1640,"FAP",70.4268292682927,0.96034593880573
"DD3","DD","1","Myofib",1640,"POSTN",92.0731707317073,4.23037738012447
"DD3","DD","1","Myofib",1640,"PDGFRA",36.6463414634146,0.342394726128432
"DD3","DD","1","Myofib",1640,"APOD",0.731707317073171,0.00936833756777979
"Dermis1","Dermis","2","VSMC",862,"CNN1",46.6357308584687,0.849859853308663
"Dermis1","Dermis","2","VSMC",862,"ITGA8",13.2250580046404,0.212375389484004
"Dermis1","Dermis","2","VSMC",862,"TAGLN",99.6519721577726,4.30197028515853
"Dermis1","Dermis","2","VSMC",862,"ACTA2",99.0719257540603,4.42275674907168
"Dermis1","Dermis","2","VSMC",862,"TPM1",86.3109048723898,2.24963185236001
"Dermis1","Dermis","2","VSMC",862,"TPM2",98.0278422273782,3.39725999655609
"Dermis1","Dermis","2","VSMC",862,"ITGB1",67.6334106728538,1.31507686799075
"Dermis1","Dermis","2","VSMC",862,"ITGAV",4.52436194895592,0.073541989274902
"Dermis1","Dermis","2","VSMC",862,"BCAR1",10.7888631090487,0.163602526064083
"Dermis1","Dermis","2","VSMC",862,"PIEZO2",0,0
"Dermis1","Dermis","2","VSMC",862,"TEAD2",5.91647331786543,0.0890901612787339
"Dermis1","Dermis","2","VSMC",862,"LIMK1",0.696055684454756,0.0112420664090035
"Dermis1","Dermis","2","VSMC",862,"CNN2",22.6218097447796,0.361905966170853
"Dermis1","Dermis","2","VSMC",862,"TEAD3",8.12064965197216,0.125703525840041
"Dermis1","Dermis","2","VSMC",862,"PFN1",87.0069605568445,2.06656868346733
"Dermis1","Dermis","2","VSMC",862,"CFL1",85.9628770301624,1.99147501211925
"Dermis1","Dermis","2","VSMC",862,"TMEM63B",2.20417633410673,0.0316481933306527
"Dermis1","Dermis","2","VSMC",862,"ITGA5",1.74013921113689,0.0255237806028755
"Dermis1","Dermis","2","VSMC",862,"MYLK",70.0696055684455,1.4751056076261
"Dermis1","Dermis","2","VSMC",862,"ILK",47.9118329466357,0.836344886917098
"Dermis1","Dermis","2","VSMC",862,"MYL9",99.1879350348028,3.84530177515883
"Dermis1","Dermis","2","VSMC",862,"NF2",3.48027842227378,0.0532427340070361
"Dermis1","Dermis","2","VSMC",862,"PARVA",5.33642691415313,0.0798401128898778
"Dermis1","Dermis","2","VSMC",862,"PKD2",4.87238979118329,0.0757649701865431
"Dermis1","Dermis","2","VSMC",862,"VCL",19.3735498839907,0.305218298776193
"Dermis1","Dermis","2","VSMC",862,"TEAD4",0.812064965197216,0.0122717271707423
"Dermis1","Dermis","2","VSMC",862,"ITGA2",0.116009280742459,0.000838275389577055
"Dermis1","Dermis","2","VSMC",862,"WWTR1",6.14849187935035,0.0927750357152992
"Dermis1","Dermis","2","VSMC",862,"FLNA",59.6287703016241,1.17632480133559
"Dermis1","Dermis","2","VSMC",862,"PANX1",1.62412993039443,0.0225434175508045
"Dermis1","Dermis","2","VSMC",862,"TEAD1",1.04408352668213,0.0137539672069801
"Dermis1","Dermis","2","VSMC",862,"CDC42",50,0.867575615845851
"Dermis1","Dermis","2","VSMC",862,"FERMT2",18.7935034802784,0.290282195988541
"Dermis1","Dermis","2","VSMC",862,"TLN1",29.5823665893271,0.494578660298118
"Dermis1","Dermis","2","VSMC",862,"PKD1",6.14849187935035,0.0895439331293794
"Dermis1","Dermis","2","VSMC",862,"TLN2",0.348027842227378,0.00423987019808032
"Dermis1","Dermis","2","VSMC",862,"RAC1",72.2737819025522,1.43235599323019
"Dermis1","Dermis","2","VSMC",862,"YAP1",7.54060324825986,0.116970486712116
"Dermis1","Dermis","2","VSMC",862,"PIEZO1",0.232018561484919,0.00226905841314914
"Dermis1","Dermis","2","VSMC",862,"TRPV4",0.232018561484919,0.00364219473225947
"Dermis1","Dermis","2","VSMC",862,"TRPA1",0,0
"Dermis1","Dermis","2","VSMC",862,"TRPC1",0.696055684454756,0.0120167392338931
"Dermis1","Dermis","2","VSMC",862,"TRPC3",0.232018561484919,0.00364470921134977
"Dermis1","Dermis","2","VSMC",862,"TRPC6",4.40835266821346,0.0660506910477048
"Dermis1","Dermis","2","VSMC",862,"ASIC1",0,0
"Dermis1","Dermis","2","VSMC",862,"ASIC2",0,0
"Dermis1","Dermis","2","VSMC",862,"ASIC3",0.116009280742459,0.00162909951229456
"Dermis1","Dermis","2","VSMC",862,"KCNK2",0,0
"Dermis1","Dermis","2","VSMC",862,"KCNK4",0.116009280742459,0.00168441806292723
"Dermis1","Dermis","2","VSMC",862,"TMEM63A",2.08816705336427,0.0293234581361504
"Dermis1","Dermis","2","VSMC",862,"TMEM150C",0,0
"Dermis1","Dermis","2","VSMC",862,"P2RX4",3.59628770301624,0.056330970539207
"Dermis1","Dermis","2","VSMC",862,"P2RX7",1.04408352668213,0.0153586789892816
"Dermis1","Dermis","2","VSMC",862,"PDPN",0.116009280742459,0.00112506139119508
"Dermis1","Dermis","2","VSMC",862,"SCX",0.464037122969838,0.00709449816066049
"Dermis1","Dermis","2","VSMC",862,"FAP",0,0
"Dermis1","Dermis","2","VSMC",862,"POSTN",0.116009280742459,0.00319109791418848
"Dermis1","Dermis","2","VSMC",862,"PDGFRA",0.812064965197216,0.0090211773904643
"Dermis1","Dermis","2","VSMC",862,"APOD",6.84454756380511,0.0768060752653626
"Dermis2","Dermis","2","VSMC",171,"CNN1",45.6140350877193,0.993761432504487
"Dermis2","Dermis","2","VSMC",171,"ITGA8",16.374269005848,0.291111604980771
"Dermis2","Dermis","2","VSMC",171,"TAGLN",98.8304093567251,4.07163752962336
"Dermis2","Dermis","2","VSMC",171,"ACTA2",99.4152046783626,4.22129330337151
"Dermis2","Dermis","2","VSMC",171,"TPM1",80.1169590643275,2.09051717895592
"Dermis2","Dermis","2","VSMC",171,"TPM2",86.5497076023392,2.87787517595533
"Dermis2","Dermis","2","VSMC",171,"ITGB1",60.233918128655,1.3043677975724
"Dermis2","Dermis","2","VSMC",171,"ITGAV",2.33918128654971,0.0423224598758605
"Dermis2","Dermis","2","VSMC",171,"BCAR1",9.35672514619883,0.158637774899673
"Dermis2","Dermis","2","VSMC",171,"PIEZO2",0,0
"Dermis2","Dermis","2","VSMC",171,"TEAD2",1.16959064327485,0.017744102833118
"Dermis2","Dermis","2","VSMC",171,"LIMK1",0.584795321637427,0.00723840362438725
"Dermis2","Dermis","2","VSMC",171,"CNN2",11.6959064327485,0.20737434330345
"Dermis2","Dermis","2","VSMC",171,"TEAD3",4.67836257309941,0.0800952714296166
"Dermis2","Dermis","2","VSMC",171,"PFN1",73.0994152046784,1.68402425069047
"Dermis2","Dermis","2","VSMC",171,"CFL1",67.2514619883041,1.4309567813658
"Dermis2","Dermis","2","VSMC",171,"TMEM63B",1.75438596491228,0.0282635883733601
"Dermis2","Dermis","2","VSMC",171,"ITGA5",0.584795321637427,0.00806177060903117
"Dermis2","Dermis","2","VSMC",171,"MYLK",74.8538011695906,1.65214756591017
"Dermis2","Dermis","2","VSMC",171,"ILK",39.766081871345,0.767526952446562
"Dermis2","Dermis","2","VSMC",171,"MYL9",97.6608187134503,3.7275032872682
"Dermis2","Dermis","2","VSMC",171,"NF2",5.84795321637427,0.0963558109448333
"Dermis2","Dermis","2","VSMC",171,"PARVA",2.92397660818713,0.04322746563456
"Dermis2","Dermis","2","VSMC",171,"PKD2",6.4327485380117,0.102329080599194
"Dermis2","Dermis","2","VSMC",171,"VCL",18.1286549707602,0.32735204705155
"Dermis2","Dermis","2","VSMC",171,"TEAD4",0,0
"Dermis2","Dermis","2","VSMC",171,"ITGA2",1.75438596491228,0.0272246734343761
"Dermis2","Dermis","2","VSMC",171,"WWTR1",10.5263157894737,0.182380397321983
"Dermis2","Dermis","2","VSMC",171,"FLNA",60.8187134502924,1.35277689244458
"Dermis2","Dermis","2","VSMC",171,"PANX1",0,0
"Dermis2","Dermis","2","VSMC",171,"TEAD1",2.33918128654971,0.0404901925587116
"Dermis2","Dermis","2","VSMC",171,"CDC42",61.4035087719298,1.227040996968
"Dermis2","Dermis","2","VSMC",171,"FERMT2",21.6374269005848,0.391779976712897
"Dermis2","Dermis","2","VSMC",171,"TLN1",49.7076023391813,0.966672825538057
"Dermis2","Dermis","2","VSMC",171,"PKD1",5.84795321637427,0.0976092838859718
"Dermis2","Dermis","2","VSMC",171,"TLN2",0.584795321637427,0.00874457716454212
"Dermis2","Dermis","2","VSMC",171,"RAC1",57.8947368421053,1.12238226463826
"Dermis2","Dermis","2","VSMC",171,"YAP1",10.5263157894737,0.196398637856772
"Dermis2","Dermis","2","VSMC",171,"PIEZO1",0,0
"Dermis2","Dermis","2","VSMC",171,"TRPV4",0,0
"Dermis2","Dermis","2","VSMC",171,"TRPA1",0,0
"Dermis2","Dermis","2","VSMC",171,"TRPC1",2.33918128654971,0.0420983614446471
"Dermis2","Dermis","2","VSMC",171,"TRPC3",1.16959064327485,0.020296766792019
"Dermis2","Dermis","2","VSMC",171,"TRPC6",5.26315789473684,0.0872392203320412
"Dermis2","Dermis","2","VSMC",171,"ASIC1",0,0
"Dermis2","Dermis","2","VSMC",171,"ASIC2",0,0
"Dermis2","Dermis","2","VSMC",171,"ASIC3",0,0
"Dermis2","Dermis","2","VSMC",171,"KCNK2",0,0
"Dermis2","Dermis","2","VSMC",171,"KCNK4",0,0
"Dermis2","Dermis","2","VSMC",171,"TMEM63A",3.50877192982456,0.0613118256320856
"Dermis2","Dermis","2","VSMC",171,"TMEM150C",0.584795321637427,0.00970307943546116
"Dermis2","Dermis","2","VSMC",171,"P2RX4",3.50877192982456,0.0717219355493778
"Dermis2","Dermis","2","VSMC",171,"P2RX7",0,0
"Dermis2","Dermis","2","VSMC",171,"PDPN",0,0
"Dermis2","Dermis","2","VSMC",171,"SCX",0.584795321637427,0.00954928016089574
"Dermis2","Dermis","2","VSMC",171,"FAP",0,0
"Dermis2","Dermis","2","VSMC",171,"POSTN",2.92397660818713,0.0310432177256782
"Dermis2","Dermis","2","VSMC",171,"PDGFRA",0,0
"Dermis2","Dermis","2","VSMC",171,"APOD",4.09356725146199,0.029231512130429
"Dermis3","Dermis","2","VSMC",652,"CNN1",50.3067484662577,0.883838858002938
"Dermis3","Dermis","2","VSMC",652,"ITGA8",27.6073619631902,0.4084362290633
"Dermis3","Dermis","2","VSMC",652,"TAGLN",99.3865030674847,4.46806908521945
"Dermis3","Dermis","2","VSMC",652,"ACTA2",99.5398773006135,4.58525146874896
"Dermis3","Dermis","2","VSMC",652,"TPM1",88.3435582822086,2.25485037163873
"Dermis3","Dermis","2","VSMC",652,"TPM2",97.3926380368098,3.4175146315731
"Dermis3","Dermis","2","VSMC",652,"ITGB1",81.7484662576687,1.654989658207
"Dermis3","Dermis","2","VSMC",652,"ITGAV",6.90184049079755,0.0992068335658083
"Dermis3","Dermis","2","VSMC",652,"BCAR1",12.7300613496932,0.176603252388453
"Dermis3","Dermis","2","VSMC",652,"PIEZO2",0,0
"Dermis3","Dermis","2","VSMC",652,"TEAD2",8.74233128834356,0.119538237922402
"Dermis3","Dermis","2","VSMC",652,"LIMK1",0.153374233128834,0.00257391473576182
"Dermis3","Dermis","2","VSMC",652,"CNN2",15.0306748466258,0.212149778623722
"Dermis3","Dermis","2","VSMC",652,"TEAD3",9.50920245398773,0.13089872232005
"Dermis3","Dermis","2","VSMC",652,"PFN1",91.1042944785276,2.2408425684651
"Dermis3","Dermis","2","VSMC",652,"CFL1",85.2760736196319,1.84674753562864
"Dermis3","Dermis","2","VSMC",652,"TMEM63B",2.14723926380368,0.026775348403778
"Dermis3","Dermis","2","VSMC",652,"ITGA5",1.99386503067485,0.0268751995327649
"Dermis3","Dermis","2","VSMC",652,"MYLK",82.6687116564417,1.77574736099648
"Dermis3","Dermis","2","VSMC",652,"ILK",65.3374233128834,1.11738683981532
"Dermis3","Dermis","2","VSMC",652,"MYL9",99.5398773006135,3.97877754980257
"Dermis3","Dermis","2","VSMC",652,"NF2",6.13496932515337,0.0855617820586898
"Dermis3","Dermis","2","VSMC",652,"PARVA",10.4294478527607,0.148202550398213
"Dermis3","Dermis","2","VSMC",652,"PKD2",7.66871165644172,0.103445564592661
"Dermis3","Dermis","2","VSMC",652,"VCL",30.3680981595092,0.469722561727462
"Dermis3","Dermis","2","VSMC",652,"TEAD4",1.07361963190184,0.0119732582472457
"Dermis3","Dermis","2","VSMC",652,"ITGA2",0.766871165644172,0.0106055430079986
"Dermis3","Dermis","2","VSMC",652,"WWTR1",9.8159509202454,0.138434672064316
"Dermis3","Dermis","2","VSMC",652,"FLNA",75.7668711656442,1.57897351031927
"Dermis3","Dermis","2","VSMC",652,"PANX1",1.22699386503067,0.0134773653863305
"Dermis3","Dermis","2","VSMC",652,"TEAD1",3.06748466257669,0.0455493114042131
"Dermis3","Dermis","2","VSMC",652,"CDC42",64.8773006134969,1.11942881160181
"Dermis3","Dermis","2","VSMC",652,"FERMT2",24.079754601227,0.357087396895759
"Dermis3","Dermis","2","VSMC",652,"TLN1",47.3926380368098,0.769515512792607
"Dermis3","Dermis","2","VSMC",652,"PKD1",6.28834355828221,0.0888210691999684
"Dermis3","Dermis","2","VSMC",652,"TLN2",1.22699386503067,0.0160829392009653
"Dermis3","Dermis","2","VSMC",652,"RAC1",77.9141104294479,1.47054283123993
"Dermis3","Dermis","2","VSMC",652,"YAP1",12.4233128834356,0.182946608888238
"Dermis3","Dermis","2","VSMC",652,"PIEZO1",0.306748466257669,0.00375381660798615
"Dermis3","Dermis","2","VSMC",652,"TRPV4",0.306748466257669,0.00438447281499488
"Dermis3","Dermis","2","VSMC",652,"TRPA1",0,0
"Dermis3","Dermis","2","VSMC",652,"TRPC1",3.68098159509202,0.0511254064230386
"Dermis3","Dermis","2","VSMC",652,"TRPC3",1.53374233128834,0.0195448473475936
"Dermis3","Dermis","2","VSMC",652,"TRPC6",6.74846625766871,0.093047184425838
"Dermis3","Dermis","2","VSMC",652,"ASIC1",0,0
"Dermis3","Dermis","2","VSMC",652,"ASIC2",0,0
"Dermis3","Dermis","2","VSMC",652,"ASIC3",0,0
"Dermis3","Dermis","2","VSMC",652,"KCNK2",0,0
"Dermis3","Dermis","2","VSMC",652,"KCNK4",0,0
"Dermis3","Dermis","2","VSMC",652,"TMEM63A",3.22085889570552,0.0402513445237648
"Dermis3","Dermis","2","VSMC",652,"TMEM150C",0,0
"Dermis3","Dermis","2","VSMC",652,"P2RX4",2.76073619631902,0.0365459033311034
"Dermis3","Dermis","2","VSMC",652,"P2RX7",1.68711656441718,0.0207732632211599
"Dermis3","Dermis","2","VSMC",652,"PDPN",0,0
"Dermis3","Dermis","2","VSMC",652,"SCX",0.306748466257669,0.00394838126314048
"Dermis3","Dermis","2","VSMC",652,"FAP",0.306748466257669,0.00378111389931974
"Dermis3","Dermis","2","VSMC",652,"POSTN",0,0
"Dermis3","Dermis","2","VSMC",652,"PDGFRA",0.153374233128834,0.00155440312858541
"Dermis3","Dermis","2","VSMC",652,"APOD",0.306748466257669,0.00337279868102991
"SF1","SF","2","VSMC",367,"CNN1",68.1198910081744,1.21688356197718
"SF1","SF","2","VSMC",367,"ITGA8",31.0626702997275,0.396551849153645
"SF1","SF","2","VSMC",367,"TAGLN",100,4.47382568394304
"SF1","SF","2","VSMC",367,"ACTA2",99.1825613079019,4.06318377242213
"SF1","SF","2","VSMC",367,"TPM1",92.0980926430518,2.08358120792762
"SF1","SF","2","VSMC",367,"TPM2",98.9100817438692,3.39464906640517
"SF1","SF","2","VSMC",367,"ITGB1",74.1144414168937,1.19824757076989
"SF1","SF","2","VSMC",367,"ITGAV",4.63215258855586,0.0522409533672926
"SF1","SF","2","VSMC",367,"BCAR1",7.08446866485014,0.0798396933120089
"SF1","SF","2","VSMC",367,"PIEZO2",0,0
"SF1","SF","2","VSMC",367,"TEAD2",11.9891008174387,0.141861497010665
"SF1","SF","2","VSMC",367,"LIMK1",0,0
"SF1","SF","2","VSMC",367,"CNN2",43.8692098092643,0.567704758233018
"SF1","SF","2","VSMC",367,"TEAD3",9.26430517711172,0.106938144343535
